coh_nofilt_fp1_c4,coh_nofilt_fp2_c3,coh_nofilt_f4_f8,coh_nofilt_f8_t4,coh_nofilt_t4_p4,coh_nofilt_t4_t6,coh_nofilt_t5_p3,coh_nofilt_t5_o1,coh_nofilt_p4_t6,coh_alpha_fp2_pz,coh_alpha_f8_t4,coh_alpha_t3_c3,coh_alpha_t3_p4,coh_alpha_t5_p3,coh_alpha_t5_o1,coh_alpha_pz_p4,coh_alpha_pz_o2,coh_theta_f3_t3,env_nofilt_fp1_t4,env_nofilt_f4_c4,env_nofilt_f8_c4,env_nofilt_f8_t4,env_beta_fp1_c4,env_beta_fp2_t5,bands_gamma_fp1,bands_beta_t3,psi_alpha_fp2_fp1,fn
0.6025147165077075,0.4652612413303217,0.4707711553622591,0.6493370351506772,0.4779652328336677,0.6860098195247676,0.8428574039602177,0.8096920491439499,0.6135127922175589,0.5795023791270555,0.6515994296098093,0.5737033644618762,0.4446270206905282,0.8588908743248368,0.8057278184789072,0.6960353505054708,0.6774037150340776,0.6458854264838253,0.17014571230963926,0.04152750891550714,0.0874530501967762,0.28509440238069483,0.13643771932376456,0.22164864557292144,0.0042775715017707005,0.029469968482841294,1.6592727777220402,63d25ba1bb9240b6.csv
0.3951133527776749,0.6117412350485667,0.9228537205669533,0.8196023129272688,0.7569382495577617,0.9291943434560446,0.9999999232818158,0.9921505891314802,0.9079579703068492,0.9649010898363224,0.910990422279022,0.9621073463769996,0.7790206594566558,0.9999999990945936,0.9962240651576596,0.6752371647230246,0.941035621760296,0.7183877234772795,0.28277150784375804,0.1882137941829204,0.23240523119661405,0.7308506701158053,0.09280349607955296,0.8666500043680417,0.000484951469682921,0.002252709911516951,1.4763449871804422,658887126b842cc3.csv
0.5998574543818879,0.5945907846612318,0.759002460902339,0.6925423678352457,0.6606977047783719,0.6559842814370583,0.9101185841858324,0.957550935257155,0.7107977416759297,0.5543480454461203,0.7414196785165541,0.9476767774326108,0.5803019780372556,0.9184902535896976,0.9624067716636076,0.6776039675522247,0.6566578924467944,0.841038728826942,0.18891752452763275,0.1971331936859934,0.1432929975765847,0.4086776679659449,0.14603514268860934,0.2377960353349239,0.0012325678844465895,0.0066741374250082214,5.192104639381348,6c84ec66cd63463f.csv
0.4065124362802368,0.5093264156856785,0.7800910117494729,0.7897020298582337,0.4655469534791848,0.7188380330180753,0.7609011586237779,0.9015368062906014,0.7898619233992659,0.5058496462955562,0.9318673810036694,0.8440781139625324,0.5781835935007008,0.8440862127723616,0.9671672399050106,0.6200815649021741,0.5337774420153831,0.7244465773010959,0.517971264927664,0.3270158609692943,0.2895588342892579,0.7875905413949176,0.011007323444042368,0.1198040870336306,0.0008102018028433442,0.007192634354368885,1.913997322638426,77eebdbbf707b292.csv
0.5003854556903311,0.5232242688582225,0.6776148626886012,0.5649769095871221,0.5383534196941298,0.5834477545706322,0.943998070965062,0.6611641093285255,0.7902942320291937,0.6760513681370302,0.7609535169426166,0.8260380203274891,0.4748760629954026,0.9518452210478924,0.8828924769622791,0.6389407240197041,0.540047725186149,0.7359403413002621,0.1936197928101748,0.2973976914613246,0.2475552119452123,0.2745330378335608,0.13016604336666932,0.1848351709560364,0.001050843956509595,0.02114799809203516,-0.9943551273704972,798481734a854593.csv
0.4876683336972622,0.4670180266634189,0.7755849438229784,0.7210393811780242,0.5887534480080877,0.7088403584298832,0.83514284413156,0.8510874431399407,0.7141105882776587,0.3885144957247248,0.8188175152606338,0.6642011527792385,0.4053436774999669,0.7892363242265694,0.8890842618969076,0.6155071770410173,0.5458873921803672,0.7556454080110953,0.3497147603934273,0.2904508589101589,0.2900870944532576,0.6805754287707073,0.0601186728399646,0.11973984765622228,0.00022234015001589816,0.0144240662597007,0.031203645110971526,7efc4155f9445765.csv
0.5498620161612158,0.509479652875892,0.8155396687291311,0.7734688673024236,0.6070667971772383,0.6831173845848408,0.8975557100790484,0.7899978617803192,0.7252433290960866,0.5339082622039767,0.8383526736085586,0.8487397559667781,0.5547625993556802,0.8511539015698589,0.8848345427759018,0.8127779595243547,0.6321994806754666,0.8502453878783356,0.3922055939697796,0.3688886520028152,0.4010973132546696,0.6584431462245041,0.14654734665900945,0.31732697577493285,0.0013162895996269935,0.009432168953888523,0.4204343501951031,82a82088871ee4d5.csv
0.4980987483755636,0.4445993533285444,0.7365786000263904,0.7645498259547217,0.6232885912065304,0.7371264785646817,0.852150878668945,0.9054304665475756,0.8061359116455874,0.4039594944639038,0.8822850898002285,0.7821584940271059,0.5022082494722527,0.7643124190830579,0.8334137182020678,0.7874536986245175,0.6581772032219169,0.7602399104526588,0.5244405294388771,0.39341261598536265,0.4930237089742798,0.7386309369656519,0.3768027246394261,0.4885828421847826,0.000677262165213441,0.0066390465772855605,-2.639923593186768,863a15668294a43e.csv
0.384800772439994,0.3724192274630861,0.7628313943477563,0.6329194374605097,0.4462594000855655,0.5795490055584618,0.7880832075599244,0.6908508874431262,0.8031444707878708,0.4760575611660688,0.7279586908610933,0.7074751588917518,0.3836085512080723,0.8090455559434644,0.6523045883179969,0.8283453846729205,0.727455677853024,0.5109892478973339,0.2123953893183242,0.25349193484933996,0.26722164976478857,0.5056627096162599,0.1768250848401531,0.18952727454477364,0.0005934598676321459,0.017092511191940576,0.3413717347267907,8a4e4018d0be4d5b.csv
0.35475368310021194,0.3619002576593546,0.7043452690302111,0.6319680793835415,0.4506891993740534,0.4731952891470842,0.6339477301253356,0.7864701213570725,0.7338880706398038,0.4194163915551661,0.7380427929314631,0.6133030417093778,0.3981041185790733,0.7810256980575022,0.8568899895923525,0.6701992823677062,0.6605944516192321,0.42288144528583627,0.05864831137812314,0.2710498419819426,0.23478663483984,0.4910275376695076,0.07873525890387548,0.08534414490269507,0.0003899341926751904,0.007828676467600111,0.30515976949690965,8aa2dbb7668b5ef2.csv
0.3835418901468875,0.4131172204489156,0.7978157084177594,0.6477448120533108,0.4554186044565922,0.5328201833558212,0.7583255640146754,0.7973273674902791,0.7061895115232789,0.6481255509864308,0.8690834975801787,0.8315528872257163,0.5506459189599215,0.8551875247120807,0.9243105051059616,0.7404643676738576,0.6364592039960728,0.6773176777071962,0.3414458891349824,0.03767834885354847,0.05346943609045905,0.6232723835813736,0.07580298824480426,0.06088164393207165,0.00015341875066981543,0.008412759638763648,-0.1280657108069691,9396b2261349267f.csv
0.4653595109219745,0.389098722443875,0.7398398215160892,0.6585832528454866,0.4932848948446919,0.5703560040948914,0.7115973755683375,0.8501192911693927,0.6954701532647765,0.4140601014906825,0.8233556212630982,0.6205869190958789,0.40296563445299616,0.737925663105111,0.8563641985501231,0.5618004007848112,0.6157168536060723,0.7080842268744466,0.14343836127156073,0.4062203360430563,0.34540686198950976,0.4301194154351127,0.2934707804666823,0.0994715253735092,0.00030933901798632814,0.00821462959737283,1.2686747234505014,979afa0cb0a07664.csv
0.4465956489206902,0.40899845638454224,0.7687961587662544,0.8368757990373571,0.4974642550610634,0.8033109626624888,0.78247906061733,0.7780406389712418,0.6809693488228837,0.5120242290912721,0.9234344563026692,0.7657809568910615,0.5322275391034994,0.7712250145364152,0.9197380479653862,0.7626932004544255,0.5579295463544988,0.9171058168889678,0.3649984729141465,0.3367087226532605,0.28494443461082786,0.7232296898855178,0.15762137410198726,0.2629943350236483,0.0014765916594793394,0.006152577462946755,-3.2177487720847324,987afc78b5ab1ae2.csv
0.43033075294630535,0.3952382171133098,0.5575817792538474,0.6332612354232061,0.5657901348785987,0.7954488709172487,0.8515365640950785,0.9206051137184472,0.8040973129040881,0.5410101842425884,0.8725613022941366,0.6509677980839793,0.4362475553273065,0.715598124076373,0.846941205276674,0.789274296290057,0.6642832074070839,0.6979412559343149,0.5318998670247638,0.1790542298641776,0.2209056942149249,0.6912079873966247,0.25469154260390403,0.31063972001867785,0.0011745751662694992,0.012006838598240628,1.929418053354084,9ac64996bdc8e2e6.csv
0.5416435826962621,0.7058010960216229,0.8597481177616066,0.6411502562085518,0.8664974301074673,0.8836438449974635,0.9426848588915884,0.954865479494266,0.9200475555333952,0.644245655048406,0.8480313186316342,0.72704583324249,0.7119073726574839,0.9389072504746327,0.9384064936140458,0.9256959874052212,0.8814796162682911,0.7361904260924449,0.2842138602900755,0.4418785675586148,0.2715755676821037,0.5988550151901222,0.07347697224026957,0.21277040035433772,0.0002441968143315101,0.01975696622677977,-8.560417971238955,9bb467c2957110a8.csv
0.422390548965834,0.3715564674020519,0.4944607272741089,0.7128862540926163,0.4972559287735573,0.5483590090938099,0.6667184738657718,0.7626142221747532,0.8204569834154833,0.5922191095169239,0.8897026910487047,0.7332921886710027,0.3447684407658107,0.7244589345993849,0.7856738156785509,0.6440784312938048,0.588170003548284,0.7480723585875159,0.1141354318328131,0.1087021442185002,0.08221486682801843,0.34073148530965125,0.1233464910187098,0.21679884258871965,0.0012905313016448676,0.017234049720735358,-2.0545896203617566,9da473e5673c3331.csv
0.3977369286394021,0.35966027499009884,0.7389137806719314,0.5879120501580325,0.4515026272183043,0.5348784234937224,0.8190483045370144,0.8665923306435834,0.7167768912913379,0.5351016588383223,0.90933248591256,0.6638267049080638,0.4459352752303951,0.8846092249615054,0.9550485018787148,0.8641412036400792,0.6469079154178973,0.5848008023348571,0.6294028128242624,0.4848464345496916,0.4789685082253123,0.7913037085556069,0.07261028936794453,0.16963166935837948,0.0003894678025166765,0.01296395494780805,1.319406061614213,a258dcc1a94be8b2.csv
0.4030482172286071,0.4057038726074735,0.7327187409319709,0.7100246024462846,0.6080699231374295,0.6945450750601626,0.824182584467005,0.8763860470848753,0.8327048035585023,0.5331756175817027,0.7498183499417453,0.6997936943814992,0.443495338103776,0.8524131254286408,0.9430323963324878,0.742508856109667,0.6047375654386624,0.5192798197950858,0.12134056397205972,0.15254254522018526,0.17984533258619145,0.4507387838246504,0.09005819835346753,0.06389741524984166,0.00036107683596123084,0.0072373207622236126,-7.198385267302308,a4c28a88c78ef3f5.csv
